,From Bank,To Bank,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2043,70,21260,321958.38,US Dollar,321958.38,US Dollar,Cheque,1
2044,157937,157937,978.87,Shekel,978.87,Shekel,Cheque,0
2045,214,214,1.56967,Bitcoin,1.56967,Bitcoin,Bitcoin,0
2046,149108,248623,17308.81,Brazil Real,17308.81,Brazil Real,ACH,1
2047,349,224,1800.89,US Dollar,1800.89,US Dollar,Cheque,0
2048,70,1768,2205.14,Euro,2205.14,Euro,Credit Card,1
2049,228555,228555,2123.37,Euro,2123.37,Euro,Reinvestment,0
2050,11756,211860,20463.79,Yuan,20463.79,Yuan,ACH,1
2051,70,27387,33.46,Euro,33.46,Euro,Credit Card,0
2052,11,0,1774.96,Euro,1774.96,Euro,ACH,1
2053,18491,114983,45.96,Euro,45.96,Euro,Cheque,0
2054,11,1768,4139.13,Euro,4139.13,Euro,ACH,1
2055,40989,41428,4721.06,Australian Dollar,4721.06,Australian Dollar,ACH,1
2056,1776,2860,5992.39,US Dollar,5992.39,US Dollar,ACH,1
2057,70,1768,12.06,Euro,12.06,Euro,Cheque,1
2058,66649,146606,28591.27,US Dollar,28591.27,US Dollar,Cheque,0
2059,31694,31694,24.02,US Dollar,24.02,US Dollar,Reinvestment,0
2060,11880,137383,4647.74,US Dollar,4647.74,US Dollar,Credit Card,0
2061,70,5572,262.88,US Dollar,262.88,US Dollar,Cash,0
2062,14195,24562,233.25,Euro,233.25,Euro,Credit Card,0
2063,63940,164686,82170.61,Saudi Riyal,82170.61,Saudi Riyal,Cheque,0
2064,21828,3100,30543.06,US Dollar,30543.06,US Dollar,ACH,1
2065,34007,23726,28.06,Euro,28.06,Euro,ACH,0
2066,72360,171474,0.200163,Bitcoin,0.200163,Bitcoin,Bitcoin,1
2067,4,23,47372048.62,Yen,47372048.62,Yen,Cheque,0
2068,66761,165675,3889.93,Saudi Riyal,3889.93,Saudi Riyal,Cheque,0
2069,11,22547,17.95,US Dollar,17.95,US Dollar,Credit Card,0
2070,242129,110,136165933.72,Australian Dollar,136165933.72,Australian Dollar,ACH,1
2071,11314,423,8392.08,Euro,8392.08,Euro,ACH,1
2072,213123,11483,17766.49,US Dollar,17766.49,US Dollar,ACH,1
2073,12386,245509,288.14,Euro,288.14,Euro,Credit Card,0
2074,70,261281,19329.93,US Dollar,19329.93,US Dollar,Cash,1
2075,1439,1,7297.29,US Dollar,7297.29,US Dollar,ACH,1
2076,18890,18890,3333.81,US Dollar,3333.81,US Dollar,Reinvestment,0
2077,2293,217862,9611.72,US Dollar,9611.72,US Dollar,ACH,1
2078,11701,160063,744.59,Shekel,744.59,Shekel,Cash,0
2079,70,23,166980.9,Ruble,166980.9,Ruble,Cheque,1
2080,269294,269294,9.324012,Bitcoin,9.324012,Bitcoin,Bitcoin,0
2081,22185,25242,727.84,US Dollar,727.84,US Dollar,Credit Card,0
2082,129759,231908,102.37,Euro,102.37,Euro,Cheque,0
2083,11047,13243,7557.94,US Dollar,7557.94,US Dollar,Credit Card,0
2084,70,150810,148797.02,Brazil Real,148797.02,Brazil Real,Credit Card,1
2085,21566,22364,2954.46,US Dollar,2954.46,US Dollar,ACH,1
2086,29154,23194,296.49,Euro,296.49,Euro,Credit Card,0
2087,11,219687,4214.5,US Dollar,4214.5,US Dollar,ACH,1
2088,169671,20,2.965273,Bitcoin,2.965273,Bitcoin,Bitcoin,0
2089,11047,13210,64.52,US Dollar,64.52,US Dollar,Cheque,0
2090,69314,71657,0.225396,Bitcoin,0.225396,Bitcoin,Bitcoin,1
2091,20,118681,3.8,US Dollar,3.8,US Dollar,Cash,0
2092,39268,138879,33934.28,Canadian Dollar,33934.28,Canadian Dollar,ACH,1
2093,22129,1291,17775.84,US Dollar,17775.84,US Dollar,ACH,1
2094,70,237391,172.77,Euro,172.77,Euro,Cheque,0
2095,70,1720,230.41,Euro,230.41,Euro,Cheque,0
2096,7522,8087,1.86,Euro,1.86,Euro,ACH,0
2097,12055,231908,9564.93,Euro,9564.93,Euro,ACH,0
2098,11,423,2893.76,Euro,2893.76,Euro,ACH,1
2099,216,263431,8736.55,Saudi Riyal,8736.55,Saudi Riyal,Cheque,0
2100,369496,369496,0.693576,Bitcoin,0.693576,Bitcoin,Bitcoin,0
2101,1776,218587,20410203.68,Euro,20410203.68,Euro,ACH,1
2102,1291,425,2547.9,Euro,2547.9,Euro,ACH,1
2103,2293,15607,15912.43,Euro,15912.43,Euro,Cheque,0
2104,149962,218072,5070.13,US Dollar,5070.13,US Dollar,ACH,1
2105,12202,12202,847366.72,Euro,847366.72,Euro,Reinvestment,0
2106,70,124476,7891.57,Rupee,7891.57,Rupee,Cash,0
2107,12,1889,4165.77,US Dollar,4165.77,US Dollar,ACH,1
2108,26,26,43836.77,Rupee,43836.77,Rupee,Credit Card,0
2109,70,18084,3737.56,US Dollar,3737.56,US Dollar,Credit Card,0
2110,70,215505,1214.39,Euro,1214.39,Euro,Cheque,0
2111,131036,232125,148427.82,Ruble,148427.82,Ruble,ACH,1
2112,11483,225862,976.01,US Dollar,976.01,US Dollar,ACH,1
2113,123957,226871,2121.06,Rupee,2121.06,Rupee,Wire,0
2114,1,15355,79.12,US Dollar,79.12,US Dollar,Credit Card,0
2115,59524,60842,2.26,Shekel,2.26,Shekel,Credit Card,0
2116,70,3671,88.71,Euro,88.71,Euro,Cash,1
2117,215,146809,15777.87,Mexican Peso,15777.87,Mexican Peso,Credit Card,0
2118,219,72332,0.194015,Bitcoin,0.194015,Bitcoin,Bitcoin,0
2119,11,15400,316.82,Euro,316.82,Euro,Cheque,0
2120,222559,56790,120.74,US Dollar,120.74,US Dollar,ACH,1
2121,269312,269312,0.983305,Bitcoin,0.983305,Bitcoin,Bitcoin,0
2122,17,17,52837.72,Swiss Franc,52837.72,Swiss Franc,Reinvestment,0
2123,138969,238058,1896.79,Canadian Dollar,1896.79,Canadian Dollar,ACH,1
2124,20,2557,1042.63,Euro,1042.63,Euro,ACH,1
2125,28625,11671,59.23,US Dollar,59.23,US Dollar,Credit Card,0
2126,1217,1835,9293.31,Euro,9293.31,Euro,ACH,1
2127,21414,11,4496.13,US Dollar,4496.13,US Dollar,Cash,0
2128,70,212730,22984.68,US Dollar,22984.68,US Dollar,Credit Card,1
2129,15168,28335,14066.34,Yuan,14066.34,Yuan,ACH,1
2130,70,2368,685.05,US Dollar,685.05,US Dollar,Credit Card,1
2131,70,139833,3010.38,US Dollar,3010.38,US Dollar,Credit Card,1
2132,1639,11,7833.86,US Dollar,7833.86,US Dollar,ACH,1
2133,140797,28393,2827.42,US Dollar,2827.42,US Dollar,Cheque,0
2134,27234,120336,4782.55,US Dollar,4782.55,US Dollar,Credit Card,0
2135,163470,63587,4012.39,Saudi Riyal,4012.39,Saudi Riyal,ACH,1
2136,1231,1231,3710.45,US Dollar,3710.45,US Dollar,ACH,0
2137,21414,127530,368.93,US Dollar,368.93,US Dollar,ACH,1
2138,70,217519,151.07,Euro,151.07,Euro,Cheque,1
2139,22595,1812,19583.62,US Dollar,19583.62,US Dollar,ACH,1
2140,19,241469,1375.57,Australian Dollar,1375.57,Australian Dollar,Cheque,0
2141,24643,24643,53325.15,Euro,53325.15,Euro,Reinvestment,0
2142,133915,6586,629.17,Euro,629.17,Euro,ACH,1
2143,26453,126413,2047.49,US Dollar,2047.49,US Dollar,Credit Card,0
2144,8,136606,1947.34,Canadian Dollar,1947.34,Canadian Dollar,Cheque,0
2145,0,14851,4.1,Euro,4.1,Euro,Cash,0
2146,70,17180,17592.41,Yen,17592.41,Yen,Credit Card,0
2147,23,16,151274.83,Ruble,151274.83,Ruble,Credit Card,0
2148,5082,23140,1285.03,Euro,1285.03,Euro,Cheque,0
2149,1,12,9761.54,US Dollar,9761.54,US Dollar,ACH,1
2150,14172,2293,26.11,Euro,26.11,Euro,Cheque,0
2151,22185,213123,426.59,US Dollar,426.59,US Dollar,Credit Card,0
2152,12966,1394,5825.92,US Dollar,5825.92,US Dollar,Credit Card,0
2153,2293,600,29887.5,Euro,29887.5,Euro,Cheque,1
2154,110856,210472,1114.77,US Dollar,1114.77,US Dollar,ACH,1
2155,3,11,19729.18,Euro,19729.18,Euro,Credit Card,0
2156,1120,110821,4561.19,US Dollar,4561.19,US Dollar,ACH,1
2157,136311,138969,7090.07,Canadian Dollar,7090.07,Canadian Dollar,Credit Card,0
2158,70,116648,263.1,US Dollar,263.1,US Dollar,Cheque,1
2159,1231,1394,847.66,US Dollar,847.66,US Dollar,Credit Card,0
2160,15400,247096,2090.04,Euro,2090.04,Euro,ACH,1
2161,12,19836,87153.84,Yen,87153.84,Yen,Cheque,0
2162,29900,110682,17018.89,Yuan,17018.89,Yuan,ACH,1
2163,8997,14057,1153.02,Yuan,1153.02,Yuan,Cheque,0
2164,14003,130593,4232.61,Euro,4232.61,Euro,ACH,1
2165,252477,152926,672.81,Swiss Franc,672.81,Swiss Franc,Cheque,0
2166,13474,115771,7998.46,US Dollar,7998.46,US Dollar,Wire,0
2167,63587,65528,358.9,Saudi Riyal,358.9,Saudi Riyal,Cheque,0
2168,70,8,128.48,UK Pound,128.48,UK Pound,Credit Card,0
2169,1768,14213,17552.67,Euro,17552.67,Euro,Credit Card,0
2170,70,218604,347.31,Euro,347.31,Euro,Cheque,1
2171,11968,425,8298.63,Euro,8298.63,Euro,ACH,1
2172,219054,219054,975.72,Shekel,288.93,US Dollar,ACH,0
2173,12202,3460,2696.09,Euro,2696.09,Euro,ACH,1
2174,5206,63251,597.96,US Dollar,597.96,US Dollar,ACH,0
2175,29572,17180,77121.66,Yen,77121.66,Yen,Cheque,0
2176,22124,18493,2644.41,US Dollar,2644.41,US Dollar,ACH,1
2177,15,10461,31194.72,Yuan,31194.72,Yuan,ACH,1
2178,24713,24820,7957.92,Rupee,7957.92,Rupee,Credit Card,0
2179,71356,272545,0.322861,Bitcoin,0.322861,Bitcoin,Bitcoin,0
2180,70,118,0.124625,Bitcoin,0.124625,Bitcoin,Bitcoin,1
2181,3460,16934,41696.03,Euro,41696.03,Euro,Cash,0
2182,24320,123568,329246.21,Rupee,329246.21,Rupee,ACH,1
2183,16,17,35.07,Canadian Dollar,35.07,Canadian Dollar,Cash,0
2184,23,19836,104726.41,Yen,104726.41,Yen,Cheque,0
2185,33067,23848,2961.29,Euro,2961.29,Euro,ACH,1
2186,70,122416,57.46,Euro,57.46,Euro,Cheque,1
2187,28335,110593,8085.11,Yuan,8085.11,Yuan,Cheque,0
2188,263186,163897,470.31,Saudi Riyal,470.31,Saudi Riyal,ACH,0
2189,122967,2545,232.31,US Dollar,232.31,US Dollar,Cheque,0
2190,349,11671,24.89,US Dollar,24.89,US Dollar,Credit Card,0
2191,70,17213,2104114.49,Yuan,2104114.49,Yuan,Cheque,1
2192,423,425,8481.89,Euro,8481.89,Euro,ACH,1
2193,1595,137952,4143.21,US Dollar,4143.21,US Dollar,Credit Card,0
2194,531,1231,127.88,US Dollar,127.88,US Dollar,Cash,0
2195,263186,265862,1209.83,Saudi Riyal,1209.83,Saudi Riyal,Cheque,0
2196,70,152229,48.04,US Dollar,48.04,US Dollar,Cash,0
2197,219788,219788,3.58,US Dollar,3.58,US Dollar,Reinvestment,0
2198,15461,15461,9.07,Euro,9.07,Euro,Reinvestment,0
2199,12055,218303,4859.34,Euro,4859.34,Euro,Credit Card,0
2200,498,349,5857.33,US Dollar,5857.33,US Dollar,ACH,1
2201,241036,143919,1178.85,Australian Dollar,1178.85,Australian Dollar,Cheque,0
2202,20,349,15311.31,US Dollar,15311.31,US Dollar,ACH,1
2203,1595,253116,356.81,Euro,356.81,Euro,ACH,1
2204,70,270010,0.108961,Bitcoin,0.108961,Bitcoin,Bitcoin,1
2205,118840,115481,8583.27,US Dollar,8583.27,US Dollar,Cheque,0
2206,20,11701,324366.01,US Dollar,324366.01,US Dollar,Cash,0
2207,118681,5621,2939.4,US Dollar,2939.4,US Dollar,ACH,1
2208,70,1812,5912.83,US Dollar,5912.83,US Dollar,Cheque,1
2209,11,349,8743.27,US Dollar,8743.27,US Dollar,ACH,1
2210,248623,210,8010.5,Brazil Real,8010.5,Brazil Real,ACH,1
2211,22224,22124,4464.78,US Dollar,4464.78,US Dollar,ACH,1
2212,1776,425,1856.62,Euro,1856.62,Euro,Cheque,0
2213,110593,110134,161589.73,Yuan,161589.73,Yuan,Credit Card,0
2214,70,2293,1874.48,Euro,1874.48,Euro,Credit Card,1
2215,219788,212518,3462.82,US Dollar,3462.82,US Dollar,ACH,0
2216,1217,1110,3188.96,US Dollar,3188.96,US Dollar,ACH,1
2217,8997,17768,11302.02,Yuan,11302.02,Yuan,Credit Card,0
2218,5724,245509,979339.92,Euro,979339.92,Euro,Cheque,0
2219,70,241036,9.78,Australian Dollar,9.78,Australian Dollar,Credit Card,1
2220,36392,136360,4830.52,US Dollar,4830.52,US Dollar,Credit Card,0
2221,18491,115332,2121.07,Euro,2121.07,Euro,Credit Card,0
2222,120364,24438,2536.03,US Dollar,2536.03,US Dollar,ACH,0
2223,70,246269,13573718.89,Mexican Peso,13573718.89,Mexican Peso,Cheque,1
2224,6058,15461,1786.16,Euro,1786.16,Euro,ACH,1
2225,2860,13243,94841.18,US Dollar,94841.18,US Dollar,ACH,0
2226,11,20,102.44,US Dollar,102.44,US Dollar,Cheque,0
2227,70,123496,788.3,Euro,788.3,Euro,Cheque,0
2228,70,7839,290.05,Euro,290.05,Euro,Cheque,1
2229,20,1231,9457.59,US Dollar,9457.59,US Dollar,ACH,1
2230,29844,231884,13.05,Yuan,13.05,Yuan,Credit Card,0
2231,17102,17102,19.07,Euro,19.07,Euro,Reinvestment,0
2232,3202,11222,48.29,US Dollar,48.29,US Dollar,ACH,0
2233,70,2196,458.95,US Dollar,458.95,US Dollar,Credit Card,1
2234,24643,118871,1634.13,Euro,1634.13,Euro,ACH,1
2235,127980,24317,1551.07,US Dollar,1551.07,US Dollar,ACH,1
2236,13255,10461,17523.37,Yuan,17523.37,Yuan,ACH,1
2237,1835,131649,300.78,Euro,300.78,Euro,Cheque,0
2238,12592,116473,101765.23,US Dollar,101765.23,US Dollar,Cash,0
2239,136424,235943,4319.08,Canadian Dollar,4319.08,Canadian Dollar,ACH,1
2240,14334,225862,21.94,US Dollar,21.94,US Dollar,ACH,0
2241,70,113213,4439.47,US Dollar,4439.47,US Dollar,Credit Card,0
2242,11,110,2352.99,Australian Dollar,2352.99,Australian Dollar,Credit Card,0
2243,3671,1835,1575.41,Euro,1575.41,Euro,ACH,1
2244,6681,24029,29.91,Euro,29.91,Euro,Cash,0
2245,61848,49873,4424.23,US Dollar,4424.23,US Dollar,ACH,1
2246,29640,29640,5829929.89,Yen,5829929.89,Yen,Reinvestment,0
2247,10920,210824,17523.67,Yuan,17523.67,Yuan,ACH,1
2248,28625,23,642822.76,Yen,642822.76,Yen,ACH,1
2249,118088,394,8140.09,US Dollar,8140.09,US Dollar,ACH,1
2250,5394,220188,5937.95,US Dollar,5937.95,US Dollar,ACH,1
2251,22547,2860,38417264.03,US Dollar,38417264.03,US Dollar,ACH,1
2252,22124,11222,20.39,US Dollar,20.39,US Dollar,Wire,0
2253,70,130593,54604.96,Euro,54604.96,Euro,Cheque,1
2254,16293,6090,443.03,Euro,443.03,Euro,Cheque,0
2255,20,23726,79940.1,Euro,79940.1,Euro,Cheque,0
2256,235889,138969,15753.88,Canadian Dollar,15753.88,Canadian Dollar,Cheque,0
2257,53029,118699,2159.79,US Dollar,2159.79,US Dollar,ACH,1
2258,16298,16298,709.0,Euro,709.0,Euro,Reinvestment,0
2259,1231,20,12956.66,US Dollar,12956.66,US Dollar,ACH,1
2260,23,0,11319.37,Euro,11319.37,Euro,ACH,1
2261,13,23,203155.07,Yen,203155.07,Yen,Credit Card,0
2262,11265,135982,409.5,US Dollar,409.5,US Dollar,Cheque,0
2263,1812,1120,12395.95,US Dollar,12395.95,US Dollar,ACH,1
2264,1812,11265,968.29,US Dollar,968.29,US Dollar,Cash,0
2265,27155,22086,69.33,US Dollar,69.33,US Dollar,Credit Card,0
2266,600,1595,2207.12,Euro,2207.12,Euro,ACH,1
2267,24455,211018,645.09,Euro,645.09,Euro,Cheque,0
2268,70,12,835.3,US Dollar,835.3,US Dollar,Credit Card,0
2269,27175,27175,1121878.64,US Dollar,1121878.64,US Dollar,Reinvestment,0
2270,70,215191,21.32,US Dollar,21.32,US Dollar,Cheque,1
2271,70,220015,269.15,US Dollar,269.15,US Dollar,Cheque,1
2272,129759,231387,1218.08,Euro,1218.08,Euro,ACH,1
2273,14003,56743,2451.64,Euro,2451.64,Euro,ACH,1
2274,12503,7839,2557.32,Euro,2557.32,Euro,ACH,1
2275,6314,126223,21899.29,US Dollar,21899.29,US Dollar,Credit Card,0
2276,20,30691,2503.22,US Dollar,2503.22,US Dollar,ACH,1
2277,21444,215505,32.52,Euro,32.52,Euro,Credit Card,0
2278,228849,143570,4567.61,US Dollar,4567.61,US Dollar,ACH,1
2279,2557,2557,10270.07,Euro,10270.07,Euro,ACH,1
2280,23726,2293,258.8,Euro,258.8,Euro,ACH,1
2281,22124,2557,12795.57,Euro,12795.57,Euro,ACH,1
2282,217,270010,0.018301,Bitcoin,0.018301,Bitcoin,Bitcoin,0
2283,36176,36176,5.55,US Dollar,5.55,US Dollar,Reinvestment,0
2284,23,2514,7118.25,Euro,7118.25,Euro,ACH,1
2285,366276,24070,208.53,Euro,208.53,Euro,ACH,0
2286,11,1,2332.66,US Dollar,2332.66,US Dollar,ACH,1
2287,118088,22264,6083.52,Euro,6083.52,Euro,ACH,1
2288,423,14,3788.39,Euro,3788.39,Euro,ACH,1
2289,26300,23033,6629915.27,Rupee,6629915.27,Rupee,Cheque,0
2290,1394,1291,347.78,US Dollar,347.78,US Dollar,Cheque,0
2291,70,11305,1097976.27,US Dollar,1097976.27,US Dollar,Cash,1
2292,24820,24820,134358.97,Rupee,134358.97,Rupee,ACH,1
2293,36830,36830,443120.55,US Dollar,443120.55,US Dollar,Reinvestment,0
2294,425,11,9456.19,US Dollar,9456.19,US Dollar,ACH,1
2295,41019,44580,1155.52,Australian Dollar,1155.52,Australian Dollar,Credit Card,0
2296,110299,210824,16350.81,Yuan,16350.81,Yuan,ACH,0
2297,119973,28102,23763.98,US Dollar,23763.98,US Dollar,Cash,0
2298,212,23,1031751.09,Yen,1031751.09,Yen,ACH,1
2299,0,3,3530.2,Euro,3530.2,Euro,ACH,1
2300,163470,264772,52434.2,Saudi Riyal,52434.2,Saudi Riyal,Cash,0
2301,600,244413,9900.05,Euro,9900.05,Euro,Credit Card,0
2302,11,25885,267.33,Euro,267.33,Euro,ACH,1
2303,224574,25,3555674.77,Rupee,3555674.77,Rupee,ACH,1
2304,248739,11,275.21,Brazil Real,275.21,Brazil Real,Cash,0
2305,12503,231387,626.31,Euro,626.31,Euro,Cheque,0
2306,14,14172,4493.48,Euro,4493.48,Euro,ACH,1
2307,237958,136311,8710.14,Canadian Dollar,8710.14,Canadian Dollar,ACH,1
2308,70,214111,27091.81,US Dollar,27091.81,US Dollar,Cheque,1
2309,70,211860,2371.41,Yuan,2371.41,Yuan,Cheque,1
2310,119699,129467,30010.8,Rupee,30010.8,Rupee,Cheque,0
2311,70,20,104.96,US Dollar,104.96,US Dollar,Credit Card,1
2312,216,18,37325.85,Saudi Riyal,37325.85,Saudi Riyal,ACH,1
2313,212992,5923,28142.55,Yuan,28142.55,Yuan,ACH,1
2314,29,33846,229.27,UK Pound,229.27,UK Pound,Credit Card,0
2315,22086,1439,3168.21,US Dollar,3168.21,US Dollar,ACH,1
2316,133372,233674,473.55,UK Pound,473.55,UK Pound,Cheque,0
2317,19413,19413,129114.33,Rupee,129114.33,Rupee,ACH,0
2318,17213,210824,4182.3,Yuan,4182.3,Yuan,ACH,1
2319,173079,169500,0.109248,Bitcoin,0.109248,Bitcoin,Bitcoin,1
2320,15885,210472,13110.69,US Dollar,13110.69,US Dollar,ACH,1
2321,19325,11,5548.71,US Dollar,5548.71,US Dollar,Credit Card,0
2322,1835,14620,8206.4,Euro,8206.4,Euro,ACH,1
2323,1291,11,3441.19,US Dollar,3441.19,US Dollar,ACH,1
2324,349,531,236349.74,US Dollar,236349.74,US Dollar,ACH,1
2325,15,7080,3763.0,Yuan,3763.0,Yuan,ACH,1
2326,12,3202,15212.48,US Dollar,15212.48,US Dollar,ACH,1
2327,70,64057,46061.11,Saudi Riyal,46061.11,Saudi Riyal,Credit Card,1
2328,1394,14,4162.03,Euro,4162.03,Euro,ACH,1
2329,18283,18283,1398.79,Yen,1398.79,Yen,Reinvestment,0
2330,122779,66649,126.57,US Dollar,126.57,US Dollar,Cheque,0
2331,27,18,8911512.33,Ruble,8911512.33,Ruble,Cash,0
2332,321473,116703,124.25,US Dollar,124.25,US Dollar,Credit Card,0
2333,1394,11770,4697.52,US Dollar,4697.52,US Dollar,ACH,1
2334,230595,16,36689.77,Ruble,36689.77,Ruble,Cheque,0
2335,211374,23747,647.72,US Dollar,647.72,US Dollar,ACH,0
2336,5394,27009,218.38,US Dollar,218.38,US Dollar,Cheque,0
2337,118,219,0.044959,Bitcoin,0.044959,Bitcoin,Bitcoin,0
2338,219215,15745,2587.16,Yen,2587.16,Yen,Credit Card,0
2339,70,1835,28684.12,Euro,28684.12,Euro,Cash,1
2340,46633,1135,39655.55,Mexican Peso,39655.55,Mexican Peso,ACH,1
2341,425,25634,698.34,Euro,698.34,Euro,ACH,1
2342,22031,1231,1121.36,US Dollar,1121.36,US Dollar,ACH,1
2343,70,12,2602.21,US Dollar,2602.21,US Dollar,Cheque,1
2344,27,16866,16037.19,US Dollar,16037.19,US Dollar,ACH,1
2345,20,349,14837.74,US Dollar,14837.74,US Dollar,ACH,1
2346,339062,339062,1623.94,Canadian Dollar,1623.94,Canadian Dollar,Reinvestment,0
2347,11265,33219,396.39,US Dollar,396.39,US Dollar,ACH,1
2348,63587,217,6649.08,Saudi Riyal,6649.08,Saudi Riyal,Cheque,0
2349,70,15461,184.46,Euro,184.46,Euro,Credit Card,1
2350,212529,24070,4053.27,Euro,4053.27,Euro,ACH,1
2351,24070,9856,12851.13,Yuan,12851.13,Yuan,ACH,1
2352,0,1217,18115.38,US Dollar,18115.38,US Dollar,ACH,1
2353,18,23,260463.47,Yen,260463.47,Yen,Cheque,0
2354,149805,148698,19177.3,Brazil Real,19177.3,Brazil Real,ACH,1
2355,70,136474,7411.28,Canadian Dollar,7411.28,Canadian Dollar,Cheque,1
2356,165675,217,19546.57,Saudi Riyal,19546.57,Saudi Riyal,ACH,0
2357,141465,41335,13977.8,Australian Dollar,13977.8,Australian Dollar,Credit Card,0
2358,11,11046,18570.69,US Dollar,18570.69,US Dollar,ACH,1
2359,217862,219975,64.68,US Dollar,64.68,US Dollar,Credit Card,0
2360,123824,19414,106327.61,Rupee,106327.61,Rupee,ACH,1
2361,17,152768,2105.69,Swiss Franc,2105.69,Swiss Franc,ACH,1
2362,1394,11222,13834.32,US Dollar,13834.32,US Dollar,ACH,1
2363,70,18121,162.32,Euro,162.32,Euro,Credit Card,0
2364,2196,25400,1446.4,Euro,1446.4,Euro,ACH,1
2365,116299,116299,100.58,Euro,100.58,Euro,Reinvestment,0
2366,69314,70850,3.380685,Bitcoin,3.380685,Bitcoin,Bitcoin,1
2367,11,49096,334.13,Brazil Real,334.13,Brazil Real,Credit Card,0
2368,23809,125222,592682.69,Rupee,592682.69,Rupee,Cheque,0
2369,24633,15355,563.31,US Dollar,563.31,US Dollar,Credit Card,0
2370,225430,131371,3780.79,Euro,3780.79,Euro,ACH,1
2371,70,131266,611.55,US Dollar,611.55,US Dollar,Credit Card,0
2372,11495,23319,3119.5,US Dollar,3119.5,US Dollar,ACH,1
2373,14640,11314,3939.29,Euro,3939.29,Euro,ACH,1
2374,21939,3389,2279.97,US Dollar,2279.97,US Dollar,ACH,1
2375,70,7272,280.19,Euro,280.19,Euro,Cheque,0
2376,69465,72360,0.31596,Bitcoin,0.31596,Bitcoin,Bitcoin,1
2377,354479,153607,2675.25,Swiss Franc,2675.25,Swiss Franc,ACH,0
2378,18903,30515,4339.77,US Dollar,4339.77,US Dollar,Cheque,0
2379,14195,14851,582.26,Euro,582.26,Euro,Cheque,0
2380,215239,27155,337.63,US Dollar,337.63,US Dollar,Credit Card,0
2381,16298,33067,3217.56,Euro,3217.56,Euro,ACH,1
2382,70,7080,1003.22,Yuan,1003.22,Yuan,Cheque,1
2383,47269,37548,223.45,Euro,223.45,Euro,ACH,0
2384,49411,248739,25188.97,Brazil Real,25188.97,Brazil Real,ACH,1
2385,18624,6090,319.07,Euro,319.07,Euro,ACH,1
2386,14652,11314,3497.03,Euro,3497.03,Euro,ACH,1
2387,162149,262142,15439.73,US Dollar,15439.73,US Dollar,Cash,0
2388,70,12,52533.28,Yuan,52533.28,Yuan,Cheque,1
2389,212,141352,3.54,Australian Dollar,3.54,Australian Dollar,Cash,0
2390,53937,253721,654.71,Swiss Franc,654.71,Swiss Franc,ACH,0
2391,13255,213469,25316.26,Yuan,25316.26,Yuan,ACH,1
2392,219,219,474.35,Swiss Franc,474.35,Swiss Franc,Cheque,0
2393,1595,1291,614.29,US Dollar,614.29,US Dollar,ACH,1
2394,1776,1776,6164.46,Euro,6164.46,Euro,ACH,1
2395,14351,113667,11860.52,Yuan,11860.52,Yuan,ACH,1
2396,12204,1812,4274.92,US Dollar,4274.92,US Dollar,ACH,0
2397,28335,28335,69577.67,Yuan,69577.67,Yuan,Reinvestment,0
2398,253402,53736,29542.13,Swiss Franc,29542.13,Swiss Franc,Cheque,1
2399,158021,1199,63.29,Shekel,63.29,Shekel,Cash,0
2400,71356,71705,0.091404,Bitcoin,0.091404,Bitcoin,Bitcoin,1
2401,24523,22185,4877.28,US Dollar,4877.28,US Dollar,ACH,1
2402,1390,1126,1298.32,Euro,1298.32,Euro,ACH,1
2403,425,425,62.66,US Dollar,53.47,Euro,ACH,0
2404,423,1595,10375.05,Euro,10375.05,Euro,ACH,1
2405,274940,169489,0.360162,Bitcoin,0.360162,Bitcoin,Bitcoin,1
2406,4308,52130,69698.15,Euro,69698.15,Euro,Cash,0
2407,70,21876,189.88,Euro,189.88,Euro,Cheque,1
2408,12,12,2705197.98,Yen,2705197.98,Yen,Reinvestment,0
2409,4187,5572,20.01,US Dollar,20.01,US Dollar,Credit Card,0
2410,17768,17768,109983.02,Yuan,109983.02,Yuan,Reinvestment,0
2411,14195,233908,1140.7,Euro,1140.7,Euro,ACH,0
2412,247652,11,3020.9,Euro,3020.9,Euro,ACH,1
2413,147669,237160,3057.75,Euro,3057.75,Euro,ACH,1
2414,70,28932,2254.41,US Dollar,2254.41,US Dollar,Credit Card,1
2415,3718,3718,3.4,US Dollar,3.4,US Dollar,Reinvestment,0
2416,70,122996,18631.31,US Dollar,18631.31,US Dollar,Cheque,0
2417,10876,152768,1723.85,Swiss Franc,1723.85,Swiss Franc,ACH,1
2418,1595,1422,1223.16,US Dollar,1223.16,US Dollar,ACH,1
2419,70,29779,280365.69,Yuan,280365.69,Yuan,Cash,0
2420,70,25634,23.03,Euro,23.03,Euro,Cash,1
2421,3653,20592,4420.3,US Dollar,4420.3,US Dollar,Wire,0
2422,3,224,551159.12,US Dollar,551159.12,US Dollar,ACH,1
2423,123260,123260,119377.35,Rupee,119377.35,Rupee,Credit Card,0
2424,224,20,9228.11,US Dollar,9228.11,US Dollar,ACH,1
2425,122538,19856,419586.13,Yen,419586.13,Yen,ACH,1
2426,1110,25400,6881.6,Euro,6881.6,Euro,ACH,1
2427,1394,14,9414.62,Euro,9414.62,Euro,ACH,1
2428,14213,235977,1367.72,Euro,1367.72,Euro,ACH,1
2429,3460,5981,186.65,Euro,186.65,Euro,Credit Card,0
